ChangeSet	RunIndex	Tool	Size	Query	PhaseName	Iteration	MetricName	MetricValue
fixed	2	ATL	2	PosLength	recheck	7	rss	46
fixed	2	ATL	2	PosLength	recheck	8	rss	36
fixed	2	ATL	2	PosLength	recheck	9	rss	26
fixed	2	ATL	2	PosLength	recheck	10	rss	16
fixed	2	ATL	2	PosLength	read	0	time	127933989
fixed	2	ATL	2	PosLength	read	0	memory	9788064
fixed	2	ATL	2	PosLength	check	0	time	11134689
fixed	2	ATL	2	PosLength	check	0	memory	9788064
fixed	2	ATL	2	PosLength	recheck	1	time	2158097
fixed	2	ATL	2	PosLength	recheck	1	memory	11034424
fixed	2	ATL	2	PosLength	recheck	2	time	1745518
fixed	2	ATL	2	PosLength	recheck	2	memory	11034424
fixed	2	ATL	2	PosLength	recheck	3	time	1745293
fixed	2	ATL	2	PosLength	recheck	3	memory	11034424
fixed	2	ATL	2	PosLength	recheck	4	time	2496165
fixed	2	ATL	2	PosLength	recheck	4	memory	12280808
fixed	2	ATL	2	PosLength	recheck	5	time	1764950
fixed	2	ATL	2	PosLength	recheck	5	memory	12280808
fixed	2	ATL	2	PosLength	recheck	6	time	1751964
fixed	2	ATL	2	PosLength	recheck	6	memory	12280808
fixed	2	ATL	2	PosLength	recheck	7	time	1687320
fixed	2	ATL	2	PosLength	recheck	7	memory	14187792
fixed	2	ATL	2	PosLength	recheck	8	time	1754577
fixed	2	ATL	2	PosLength	recheck	8	memory	14187792
fixed	2	ATL	2	PosLength	recheck	9	time	1715735
fixed	2	ATL	2	PosLength	recheck	9	memory	14187792
fixed	2	ATL	2	PosLength	recheck	10	time	1763074
fixed	2	ATL	2	PosLength	recheck	10	memory	15434152
fixed	2	ATL	2	PosLength	repair	1	time	5652283
fixed	2	ATL	2	PosLength	repair	1	memory	9788064
fixed	2	ATL	2	PosLength	repair	2	time	744220
fixed	2	ATL	2	PosLength	repair	2	memory	11034424
fixed	2	ATL	2	PosLength	repair	3	time	764562
fixed	2	ATL	2	PosLength	repair	3	memory	11034424
fixed	2	ATL	2	PosLength	repair	4	time	709792
fixed	2	ATL	2	PosLength	repair	4	memory	11034424
fixed	2	ATL	2	PosLength	repair	5	time	678797
fixed	2	ATL	2	PosLength	repair	5	memory	12280808
fixed	2	ATL	2	PosLength	repair	6	time	725678
fixed	2	ATL	2	PosLength	repair	6	memory	12280808
fixed	2	ATL	2	PosLength	repair	7	time	700138
fixed	2	ATL	2	PosLength	repair	7	memory	12280808
fixed	2	ATL	2	PosLength	repair	8	time	721925
fixed	2	ATL	2	PosLength	repair	8	memory	14187792
fixed	2	ATL	2	PosLength	repair	9	time	656508
fixed	2	ATL	2	PosLength	repair	9	memory	14187792
fixed	2	ATL	2	PosLength	repair	10	time	689023
fixed	2	ATL	2	PosLength	repair	10	memory	14187792
fixed	3	ATL	2	PosLength	check	0	rss	116
fixed	3	ATL	2	PosLength	recheck	1	rss	106
fixed	3	ATL	2	PosLength	recheck	2	rss	96
fixed	3	ATL	2	PosLength	recheck	3	rss	86
fixed	3	ATL	2	PosLength	recheck	4	rss	76
fixed	3	ATL	2	PosLength	recheck	5	rss	66
fixed	3	ATL	2	PosLength	recheck	6	rss	56
fixed	3	ATL	2	PosLength	recheck	7	rss	46
fixed	3	ATL	2	PosLength	recheck	8	rss	36
fixed	3	ATL	2	PosLength	recheck	9	rss	26
fixed	3	ATL	2	PosLength	recheck	10	rss	16
fixed	3	ATL	2	PosLength	read	0	time	100281061
fixed	3	ATL	2	PosLength	read	0	memory	9593888
fixed	3	ATL	2	PosLength	check	0	time	4525967
fixed	3	ATL	2	PosLength	check	0	memory	9593888
fixed	3	ATL	2	PosLength	recheck	1	time	957071
fixed	3	ATL	2	PosLength	recheck	1	memory	9593888
fixed	3	ATL	2	PosLength	recheck	2	time	929183
fixed	3	ATL	2	PosLength	recheck	2	memory	10840272
fixed	3	ATL	2	PosLength	recheck	3	time	959688
fixed	3	ATL	2	PosLength	recheck	3	memory	10840272
fixed	3	ATL	2	PosLength	recheck	4	time	910443
fixed	3	ATL	2	PosLength	recheck	4	memory	10840272
fixed	3	ATL	2	PosLength	recheck	5	time	1020073
fixed	3	ATL	2	PosLength	recheck	5	memory	10840272
fixed	3	ATL	2	PosLength	recheck	6	time	901823
fixed	3	ATL	2	PosLength	recheck	6	memory	12086632
fixed	3	ATL	2	PosLength	recheck	7	time	927676
fixed	3	ATL	2	PosLength	recheck	7	memory	12086632
fixed	3	ATL	2	PosLength	recheck	8	time	917023
fixed	3	ATL	2	PosLength	recheck	8	memory	12086632
fixed	3	ATL	2	PosLength	recheck	9	time	1715721
fixed	3	ATL	2	PosLength	recheck	9	memory	13333032
fixed	3	ATL	2	PosLength	recheck	10	time	937802
fixed	3	ATL	2	PosLength	recheck	10	memory	13333032
fixed	3	ATL	2	PosLength	repair	1	time	968845
fixed	3	ATL	2	PosLength	repair	1	memory	9593888
fixed	3	ATL	2	PosLength	repair	2	time	628439
fixed	3	ATL	2	PosLength	repair	2	memory	9593888
fixed	3	ATL	2	PosLength	repair	3	time	617200
fixed	3	ATL	2	PosLength	repair	3	memory	10840272
fixed	3	ATL	2	PosLength	repair	4	time	648824
fixed	3	ATL	2	PosLength	repair	4	memory	10840272
fixed	3	ATL	2	PosLength	repair	5	time	1085756
fixed	3	ATL	2	PosLength	repair	5	memory	10840272
fixed	3	ATL	2	PosLength	repair	6	time	766424
fixed	3	ATL	2	PosLength	repair	6	memory	12086632
fixed	3	ATL	2	PosLength	repair	7	time	572584
fixed	3	ATL	2	PosLength	repair	7	memory	12086632
fixed	3	ATL	2	PosLength	repair	8	time	609438
fixed	3	ATL	2	PosLength	repair	8	memory	12086632
fixed	3	ATL	2	PosLength	repair	9	time	571197
fixed	3	ATL	2	PosLength	repair	9	memory	12086632
fixed	3	ATL	2	PosLength	repair	10	time	675988
fixed	3	ATL	2	PosLength	repair	10	memory	13333032
fixed	4	ATL	2	PosLength	check	0	rss	116
fixed	4	ATL	2	PosLength	recheck	1	rss	106
fixed	4	ATL	2	PosLength	recheck	2	rss	96
fixed	4	ATL	2	PosLength	recheck	3	rss	86
fixed	4	ATL	2	PosLength	recheck	4	rss	76
fixed	4	ATL	2	PosLength	recheck	5	rss	66
fixed	4	ATL	2	PosLength	recheck	6	rss	56
fixed	4	ATL	2	PosLength	recheck	7	rss	46
fixed	4	ATL	2	PosLength	recheck	8	rss	36
fixed	4	ATL	2	PosLength	recheck	9	rss	26
fixed	4	ATL	2	PosLength	recheck	10	rss	16
fixed	4	ATL	2	PosLength	read	0	time	96766053
fixed	4	ATL	2	PosLength	read	0	memory	8950048
fixed	4	ATL	2	PosLength	check	0	time	3396211
fixed	4	ATL	2	PosLength	check	0	memory	8950048
fixed	4	ATL	2	PosLength	recheck	1	time	932667
fixed	4	ATL	2	PosLength	recheck	1	memory	8950048
fixed	4	ATL	2	PosLength	recheck	2	time	938352
fixed	4	ATL	2	PosLength	recheck	2	memory	8950048
fixed	4	ATL	2	PosLength	recheck	3	time	924027
fixed	4	ATL	2	PosLength	recheck	3	memory	10196432
fixed	4	ATL	2	PosLength	recheck	4	time	913467
fixed	4	ATL	2	PosLength	recheck	4	memory	10196432
fixed	4	ATL	2	PosLength	recheck	5	time	1029477
fixed	4	ATL	2	PosLength	recheck	5	memory	10196432
fixed	4	ATL	2	PosLength	recheck	6	time	952358
fixed	4	ATL	2	PosLength	recheck	6	memory	11442816
fixed	4	ATL	2	PosLength	recheck	7	time	948090
fixed	4	ATL	2	PosLength	recheck	7	memory	11442816
fixed	4	ATL	2	PosLength	recheck	8	time	891495
fixed	4	ATL	2	PosLength	recheck	8	memory	11442816
fixed	4	ATL	2	PosLength	recheck	9	time	894391
fixed	4	ATL	2	PosLength	recheck	9	memory	11442816
fixed	4	ATL	2	PosLength	recheck	10	time	903176
fixed	4	ATL	2	PosLength	recheck	10	memory	13349840
fixed	4	ATL	2	PosLength	repair	1	time	728300
fixed	4	ATL	2	PosLength	repair	1	memory	8950048
fixed	4	ATL	2	PosLength	repair	2	time	543850
fixed	4	ATL	2	PosLength	repair	2	memory	8950048
fixed	4	ATL	2	PosLength	repair	3	time	590763
fixed	4	ATL	2	PosLength	repair	3	memory	10196432
fixed	4	ATL	2	PosLength	repair	4	time	522132
